State/UT,DropoutRate,Year,Level,Gender,StartYear
Meghalaya,16.4,2021-2022,Secondary,Girls,2021
Mizoram,7.1,2021-2022,Secondary,Girls,2021
Nagaland,10.0,2021-2022,Secondary,Girls,2021
Odisha,16.1,2021-2022,Secondary,Girls,2021
Puducherry,8.3,2021-2022,Secondary,Girls,2021
Punjab,13.1,2021-2022,Secondary,Girls,2021
Rajasthan,14.2,2021-2022,Secondary,Girls,2021
Sikkim,7.2,2021-2022,Secondary,Girls,2021
Tamil Nadu,12.2,2021-2022,Secondary,Girls,2021
Telangana,11.2,2021-2022,Secondary,Girls,2021
Tripura,12.7,2021-2022,Secondary,Girls,2021
Uttar Pradesh,13.5,2021-2022,Secondary,Girls,2021
Uttarakhand,15.7,2021-2022,Secondary,Girls,2021
West Bengal,16.1,2021-2022,Secondary,Girls,2021
All India,13.1,2021-2022,Secondary,Girls,2021
Andaman and Nicobar Islands,4.4,2022-2023,Elementary,Boys,2022
Andhra Pradesh,2.9,2022-2023,Elementary,Boys,2022
Arunachal Pradesh,0.6,2022-2023,Elementary,Boys,2022
Assam,4.6,2022-2023,Elementary,Boys,2022
Bihar,2.9,2022-2023,Elementary,Boys,2022
Chandigarh,1.5,2022-2023,Elementary,Boys,2022
Chhattisgarh,4.8,2022-2023,Elementary,Boys,2022
Dadra and Nagar Haveli,4.4,2022-2023,Elementary,Boys,2022
Daman and Diu,3.5,2022-2023,Elementary,Boys,2022
Delhi,3.4,2022-2023,Elementary,Boys,2022
Goa,1.1,2022-2023,Elementary,Boys,2022
Gujarat,4.3,2022-2023,Elementary,Boys,2022
Haryana,1.8,2022-2023,Elementary,Boys,2022
Himachal Pradesh,1.1,2022-2023,Elementary,Boys,2022
Jammu and Kashmir,2.7,2022-2023,Elementary,Boys,2022
Jharkhand,4.4,2022-2023,Elementary,Boys,2022
Karnataka,4.7,2022-2023,Elementary,Boys,2022
Kerala,1.8,2022-2023,Elementary,Boys,2022
Ladakh,0.2,2022-2023,Elementary,Boys,2022
Lakshadweep,1.3,2022-2023,Elementary,Boys,2022
Madhya Pradesh,2.3,2022-2023,Elementary,Boys,2022
Maharashtra,4.4,2022-2023,Elementary,Boys,2022
Manipur,2.9,2022-2023,Elementary,Boys,2022
Meghalaya,4.2,2022-2023,Elementary,Boys,2022
Mizoram,2.5,2022-2023,Elementary,Boys,2022
Nagaland,1.6,2022-2023,Elementary,Boys,2022
Odisha,0.4,2022-2023,Elementary,Boys,2022
Puducherry,2.2,2022-2023,Elementary,Boys,2022
Punjab,2.5,2022-2023,Elementary,Boys,2022
Rajasthan,2.0,2022-2023,Elementary,Boys,2022
Sikkim,3.2,2022-2023,Elementary,Boys,2022
Tamil Nadu,4.0,2022-2023,Elementary,Boys,2022
Telangana,5.1,2022-2023,Elementary,Boys,2022
Tripura,1.3,2022-2023,Elementary,Boys,2022
Uttar Pradesh,2.5,2022-2023,Elementary,Boys,2022
Uttarakhand,1.6,2022-2023,Elementary,Boys,2022
West Bengal,2.0,2022-2023,Elementary,Boys,2022
All India,2.9,2022-2023,Elementary,Boys,2022
Andaman and Nicobar Islands,3.2,2022-2023,Elementary,Girls,2022
Andhra Pradesh,2.8,2022-2023,Elementary,Girls,2022
Arunachal Pradesh,4.7,2022-2023,Elementary,Girls,2022
Assam,0.5,2022-2023,Elementary,Girls,2022
Bihar,1.4,2022-2023,Elementary,Girls,2022
Chandigarh,3.2,2022-2023,Elementary,Girls,2022
Chhattisgarh,1.3,2022-2023,Elementary,Girls,2022
Dadra and Nagar Haveli,3.1,2022-2023,Elementary,Girls,2022
Daman and Diu,1.1,2022-2023,Elementary,Girls,2022
Delhi,1.0,2022-2023,Elementary,Girls,2022
Goa,2.8,2022-2023,Elementary,Girls,2022
Gujarat,1.1,2022-2023,Elementary,Girls,2022
Haryana,4.9,2022-2023,Elementary,Girls,2022
Himachal Pradesh,1.6,2022-2023,Elementary,Girls,2022
Jammu and Kashmir,0.6,2022-2023,Elementary,Girls,2022
Jharkhand,4.8,2022-2023,Elementary,Girls,2022
Karnataka,5.1,2022-2023,Elementary,Girls,2022
Kerala,0.6,2022-2023,Elementary,Girls,2022
Ladakh,2.3,2022-2023,Elementary,Girls,2022
Lakshadweep,4.8,2022-2023,Elementary,Girls,2022
Madhya Pradesh,3.3,2022-2023,Elementary,Girls,2022
Maharashtra,0.8,2022-2023,Elementary,Girls,2022
Manipur,4.5,2022-2023,Elementary,Girls,2022
Meghalaya,2.1,2022-2023,Elementary,Girls,2022
Mizoram,3.7,2022-2023,Elementary,Girls,2022
Nagaland,1.4,2022-2023,Elementary,Girls,2022
Odisha,4.2,2022-2023,Elementary,Girls,2022
Puducherry,4.5,2022-2023,Elementary,Girls,2022
Punjab,1.7,2022-2023,Elementary,Girls,2022
Rajasthan,1.3,2022-2023,Elementary,Girls,2022
Sikkim,4.4,2022-2023,Elementary,Girls,2022
Tamil Nadu,2.0,2022-2023,Elementary,Girls,2022
Telangana,2.1,2022-2023,Elementary,Girls,2022
Tripura,0.8,2022-2023,Elementary,Girls,2022
Uttar Pradesh,0.6,2022-2023,Elementary,Girls,2022
Uttarakhand,4.3,2022-2023,Elementary,Girls,2022
West Bengal,0.4,2022-2023,Elementary,Girls,2022
All India,2.4,2022-2023,Elementary,Girls,2022
Andaman and Nicobar Islands,11.7,2022-2023,Secondary,Boys,2022
Andhra Pradesh,10.8,2022-2023,Secondary,Boys,2022
Arunachal Pradesh,12.2,2022-2023,Secondary,Boys,2022
Assam,8.8,2022-2023,Secondary,Boys,2022
Bihar,16.2,2022-2023,Secondary,Boys,2022
Chandigarh,12.4,2022-2023,Secondary,Boys,2022
Chhattisgarh,9.4,2022-2023,Secondary,Boys,2022
Dadra and Nagar Haveli,11.1,2022-2023,Secondary,Boys,2022
Daman and Diu,16.3,2022-2023,Secondary,Boys,2022
Delhi,7.8,2022-2023,Secondary,Boys,2022
Goa,16.5,2022-2023,Secondary,Boys,2022
Gujarat,12.7,2022-2023,Secondary,Boys,2022
Haryana,13.8,2022-2023,Secondary,Boys,2022
Himachal Pradesh,6.5,2022-2023,Secondary,Boys,2022
Jammu and Kashmir,15.7,2022-2023,Secondary,Boys,2022
Jharkhand,14.0,2022-2023,Secondary,Boys,2022
Karnataka,8.8,2022-2023,Secondary,Boys,2022
Kerala,9.4,2022-2023,Secondary,Boys,2022
Ladakh,9.3,2022-2023,Secondary,Boys,2022
Lakshadweep,7.8,2022-2023,Secondary,Boys,2022
Madhya Pradesh,11.5,2022-2023,Secondary,Boys,2022
Maharashtra,9.0,2022-2023,Secondary,Boys,2022
Manipur,11.5,2022-2023,Secondary,Boys,2022
Meghalaya,14.5,2022-2023,Secondary,Boys,2022
Mizoram,7.2,2022-2023,Secondary,Boys,2022
Nagaland,13.9,2022-2023,Secondary,Boys,2022
Odisha,11.7,2022-2023,Secondary,Boys,2022
Puducherry,7.9,2022-2023,Secondary,Boys,2022
Punjab,10.4,2022-2023,Secondary,Boys,2022
Rajasthan,6.5,2022-2023,Secondary,Boys,2022
Sikkim,14.6,2022-2023,Secondary,Boys,2022
Tamil Nadu,10.8,2022-2023,Secondary,Boys,2022
Telangana,7.5,2022-2023,Secondary,Boys,2022
Tripura,13.0,2022-2023,Secondary,Boys,2022
Uttar Pradesh,13.8,2022-2023,Secondary,Boys,2022
Uttarakhand,6.9,2022-2023,Secondary,Boys,2022
West Bengal,8.1,2022-2023,Secondary,Boys,2022
All India,14.5,2022-2023,Secondary,Boys,2022
Andaman and Nicobar Islands,13.7,2022-2023,Secondary,Girls,2022
Andhra Pradesh,9.3,2022-2023,Secondary,Girls,2022
Arunachal Pradesh,14.5,2022-2023,Secondary,Girls,2022
Assam,9.7,2022-2023,Secondary,Girls,2022
Bihar,11.2,2022-2023,Secondary,Girls,2022
Chandigarh,17.8,2022-2023,Secondary,Girls,2022
Chhattisgarh,12.9,2022-2023,Secondary,Girls,2022
Dadra and Nagar Haveli,11.2,2022-2023,Secondary,Girls,2022
Daman and Diu,10.8,2022-2023,Secondary,Girls,2022
Delhi,12.6,2022-2023,Secondary,Girls,2022
Goa,11.7,2022-2023,Secondary,Girls,2022
Gujarat,13.4,2022-2023,Secondary,Girls,2022
Haryana,14.3,2022-2023,Secondary,Girls,2022
Himachal Pradesh,9.9,2022-2023,Secondary,Girls,2022
Jammu and Kashmir,13.0,2022-2023,Secondary,Girls,2022
Jharkhand,13.8,2022-2023,Secondary,Girls,2022
Karnataka,15.9,2022-2023,Secondary,Girls,2022
Kerala,15.5,2022-2023,Secondary,Girls,2022
Ladakh,12.2,2022-2023,Secondary,Girls,2022
Lakshadweep,16.0,2022-2023,Secondary,Girls,2022
Madhya Pradesh,8.8,2022-2023,Secondary,Girls,2022
Maharashtra,9.2,2022-2023,Secondary,Girls,2022
Manipur,10.5,2022-2023,Secondary,Girls,2022
Meghalaya,9.6,2022-2023,Secondary,Girls,2022
Mizoram,14.2,2022-2023,Secondary,Girls,2022
Nagaland,9.6,2022-2023,Secondary,Girls,2022
Odisha,12.6,2022-2023,Secondary,Girls,2022
Puducherry,8.2,2022-2023,Secondary,Girls,2022
Punjab,6.7,2022-2023,Secondary,Girls,2022
Rajasthan,7.3,2022-2023,Secondary,Girls,2022
Sikkim,8.2,2022-2023,Secondary,Girls,2022
Tamil Nadu,11.5,2022-2023,Secondary,Girls,2022
Telangana,10.0,2022-2023,Secondary,Girls,2022
Tripura,15.0,2022-2023,Secondary,Girls,2022
Uttar Pradesh,9.2,2022-2023,Secondary,Girls,2022
Uttarakhand,7.7,2022-2023,Secondary,Girls,2022
West Bengal,9.7,2022-2023,Secondary,Girls,2022
All India,11.9,2022-2023,Secondary,Girls,2022
Andaman and Nicobar Islands,1.9,2023-2024,Elementary,Boys,2023
Andhra Pradesh,0.7,2023-2024,Elementary,Boys,2023
Arunachal Pradesh,2.5,2023-2024,Elementary,Boys,2023
Assam,3.4,2023-2024,Elementary,Boys,2023
Bihar,0.2,2023-2024,Elementary,Boys,2023
Chandigarh,0.3,2023-2024,Elementary,Boys,2023
Chhattisgarh,0.3,2023-2024,Elementary,Boys,2023
Dadra and Nagar Haveli,2.5,2023-2024,Elementary,Boys,2023
Daman and Diu,1.1,2023-2024,Elementary,Boys,2023
Delhi,2.4,2023-2024,Elementary,Boys,2023
Goa,4.4,2023-2024,Elementary,Boys,2023
Gujarat,4.3,2023-2024,Elementary,Boys,2023
Haryana,3.9,2023-2024,Elementary,Boys,2023
Himachal Pradesh,2.9,2023-2024,Elementary,Boys,2023
Jammu and Kashmir,1.6,2023-2024,Elementary,Boys,2023
Jharkhand,2.6,2023-2024,Elementary,Boys,2023
Karnataka,5.0,2023-2024,Elementary,Boys,2023
Kerala,3.2,2023-2024,Elementary,Boys,2023
Ladakh,5.3,2023-2024,Elementary,Boys,2023
Lakshadweep,2.0,2023-2024,Elementary,Boys,2023
Madhya Pradesh,4.0,2023-2024,Elementary,Boys,2023
Maharashtra,4.4,2023-2024,Elementary,Boys,2023
Manipur,2.4,2023-2024,Elementary,Boys,2023
Meghalaya,4.1,2023-2024,Elementary,Boys,2023
Mizoram,4.4,2023-2024,Elementary,Boys,2023
Nagaland,2.3,2023-2024,Elementary,Boys,2023
Odisha,3.6,2023-2024,Elementary,Boys,2023
Puducherry,1.1,2023-2024,Elementary,Boys,2023
Punjab,0.4,2023-2024,Elementary,Boys,2023
Rajasthan,1.3,2023-2024,Elementary,Boys,2023
Sikkim,4.4,2023-2024,Elementary,Boys,2023
Tamil Nadu,2.0,2023-2024,Elementary,Boys,2023
Telangana,3.4,2023-2024,Elementary,Boys,2023
Tripura,0.7,2023-2024,Elementary,Boys,2023
Uttar Pradesh,1.0,2023-2024,Elementary,Boys,2023
Uttarakhand,2.8,2023-2024,Elementary,Boys,2023
West Bengal,5.0,2023-2024,Elementary,Boys,2023
All India,2.5,2023-2024,Elementary,Boys,2023
Andaman and Nicobar Islands,4.5,2023-2024,Elementary,Girls,2023
Andhra Pradesh,1.7,2023-2024,Elementary,Girls,2023
Arunachal Pradesh,1.0,2023-2024,Elementary,Girls,2023
Assam,2.6,2023-2024,Elementary,Girls,2023
Bihar,2.3,2023-2024,Elementary,Girls,2023
Chandigarh,3.3,2023-2024,Elementary,Girls,2023
Chhattisgarh,1.8,2023-2024,Elementary,Girls,2023
Dadra and Nagar Haveli,0.5,2023-2024,Elementary,Girls,2023
Daman and Diu,1.8,2023-2024,Elementary,Girls,2023
Delhi,1.4,2023-2024,Elementary,Girls,2023
Goa,3.5,2023-2024,Elementary,Girls,2023
Gujarat,3.8,2023-2024,Elementary,Girls,2023
Haryana,5.5,2023-2024,Elementary,Girls,2023
Himachal Pradesh,3.9,2023-2024,Elementary,Girls,2023
Jammu and Kashmir,2.8,2023-2024,Elementary,Girls,2023
Jharkhand,3.5,2023-2024,Elementary,Girls,2023
Karnataka,0.4,2023-2024,Elementary,Girls,2023
Kerala,2.1,2023-2024,Elementary,Girls,2023
Ladakh,3.2,2023-2024,Elementary,Girls,2023
Lakshadweep,1.0,2023-2024,Elementary,Girls,2023
Madhya Pradesh,2.3,2023-2024,Elementary,Girls,2023
Maharashtra,1.9,2023-2024,Elementary,Girls,2023
Manipur,2.1,2023-2024,Elementary,Girls,2023
Meghalaya,3.6,2023-2024,Elementary,Girls,2023
Mizoram,3.5,2023-2024,Elementary,Girls,2023
Nagaland,3.1,2023-2024,Elementary,Girls,2023
Odisha,2.7,2023-2024,Elementary,Girls,2023
Puducherry,0.5,2023-2024,Elementary,Girls,2023
Punjab,3.2,2023-2024,Elementary,Girls,2023
Rajasthan,2.4,2023-2024,Elementary,Girls,2023
Sikkim,1.7,2023-2024,Elementary,Girls,2023
Tamil Nadu,0.8,2023-2024,Elementary,Girls,2023
Telangana,2.1,2023-2024,Elementary,Girls,2023
Tripura,1.0,2023-2024,Elementary,Girls,2023
Uttar Pradesh,0.2,2023-2024,Elementary,Girls,2023
Uttarakhand,2.2,2023-2024,Elementary,Girls,2023
West Bengal,0.5,2023-2024,Elementary,Girls,2023
All India,4.0,2023-2024,Elementary,Girls,2023
Andaman and Nicobar Islands,11.3,2023-2024,Secondary,Boys,2023
Andhra Pradesh,10.6,2023-2024,Secondary,Boys,2023
Arunachal Pradesh,7.9,2023-2024,Secondary,Boys,2023
Assam,9.9,2023-2024,Secondary,Boys,2023
Bihar,13.5,2023-2024,Secondary,Boys,2023
Chandigarh,16.0,2023-2024,Secondary,Boys,2023
Chhattisgarh,12.4,2023-2024,Secondary,Boys,2023
Dadra and Nagar Haveli,10.2,2023-2024,Secondary,Boys,2023
Daman and Diu,10.9,2023-2024,Secondary,Boys,2023
Delhi,14.8,2023-2024,Secondary,Boys,2023
Goa,11.8,2023-2024,Secondary,Boys,2023
Gujarat,10.2,2023-2024,Secondary,Boys,2023
Haryana,6.0,2023-2024,Secondary,Boys,2023
Himachal Pradesh,7.9,2023-2024,Secondary,Boys,2023
Jammu and Kashmir,8.9,2023-2024,Secondary,Boys,2023
Jharkhand,8.2,2023-2024,Secondary,Boys,2023
Karnataka,11.1,2023-2024,Secondary,Boys,2023
Kerala,13.4,2023-2024,Secondary,Boys,2023
Ladakh,7.6,2023-2024,Secondary,Boys,2023
Lakshadweep,7.4,2023-2024,Secondary,Boys,2023
Madhya Pradesh,10.5,2023-2024,Secondary,Boys,2023
Maharashtra,10.7,2023-2024,Secondary,Boys,2023
Manipur,13.2,2023-2024,Secondary,Boys,2023
Meghalaya,7.9,2023-2024,Secondary,Boys,2023
Mizoram,15.4,2023-2024,Secondary,Boys,2023
Nagaland,10.0,2023-2024,Secondary,Boys,2023
Odisha,9.4,2023-2024,Secondary,Boys,2023
Puducherry,8.9,2023-2024,Secondary,Boys,2023
Punjab,13.1,2023-2024,Secondary,Boys,2023
Rajasthan,15.5,2023-2024,Secondary,Boys,2023
Sikkim,10.3,2023-2024,Secondary,Boys,2023
Tamil Nadu,7.5,2023-2024,Secondary,Boys,2023
Telangana,11.6,2023-2024,Secondary,Boys,2023
Tripura,14.7,2023-2024,Secondary,Boys,2023
Uttar Pradesh,13.6,2023-2024,Secondary,Boys,2023
Uttarakhand,10.2,2023-2024,Secondary,Boys,2023
West Bengal,8.6,2023-2024,Secondary,Boys,2023
All India,6.8,2023-2024,Secondary,Boys,2023
Andaman and Nicobar Islands,14.8,2023-2024,Secondary,Girls,2023
Andhra Pradesh,12.0,2023-2024,Secondary,Girls,2023
Arunachal Pradesh,6.5,2023-2024,Secondary,Girls,2023
Assam,16.5,2023-2024,Secondary,Girls,2023
Bihar,11.4,2023-2024,Secondary,Girls,2023
Chandigarh,13.1,2023-2024,Secondary,Girls,2023
Chhattisgarh,7.0,2023-2024,Secondary,Girls,2023
Dadra and Nagar Haveli,12.7,2023-2024,Secondary,Girls,2023
Daman and Diu,12.2,2023-2024,Secondary,Girls,2023
Delhi,11.4,2023-2024,Secondary,Girls,2023
Goa,6.4,2023-2024,Secondary,Girls,2023
Gujarat,13.1,2023-2024,Secondary,Girls,2023
Haryana,13.5,2023-2024,Secondary,Girls,2023
Himachal Pradesh,5.8,2023-2024,Secondary,Girls,2023
Jammu and Kashmir,11.7,2023-2024,Secondary,Girls,2023
Jharkhand,9.1,2023-2024,Secondary,Girls,2023
Karnataka,13.3,2023-2024,Secondary,Girls,2023
Kerala,8.3,2023-2024,Secondary,Girls,2023
Ladakh,14.7,2023-2024,Secondary,Girls,2023
Lakshadweep,7.0,2023-2024,Secondary,Girls,2023
Madhya Pradesh,14.2,2023-2024,Secondary,Girls,2023
Maharashtra,11.2,2023-2024,Secondary,Girls,2023
Manipur,9.2,2023-2024,Secondary,Girls,2023
Meghalaya,12.5,2023-2024,Secondary,Girls,2023
Mizoram,10.0,2023-2024,Secondary,Girls,2023
Nagaland,13.8,2023-2024,Secondary,Girls,2023
Odisha,13.2,2023-2024,Secondary,Girls,2023
Puducherry,7.0,2023-2024,Secondary,Girls,2023
Punjab,8.7,2023-2024,Secondary,Girls,2023
Rajasthan,6.4,2023-2024,Secondary,Girls,2023
Sikkim,12.5,2023-2024,Secondary,Girls,2023
Tamil Nadu,10.5,2023-2024,Secondary,Girls,2023
Telangana,10.9,2023-2024,Secondary,Girls,2023
Tripura,11.7,2023-2024,Secondary,Girls,2023
Uttar Pradesh,9.7,2023-2024,Secondary,Girls,2023
Uttarakhand,7.7,2023-2024,Secondary,Girls,2023
West Bengal,8.3,2023-2024,Secondary,Girls,2023
All India,8.3,2023-2024,Secondary,Girls,2023
Andaman and Nicobar Islands,4.0,2024-2025,Elementary,Boys,2024
Andhra Pradesh,3.6,2024-2025,Elementary,Boys,2024
Arunachal Pradesh,2.9,2024-2025,Elementary,Boys,2024
Assam,4.1,2024-2025,Elementary,Boys,2024
Bihar,4.4,2024-2025,Elementary,Boys,2024
Chandigarh,2.2,2024-2025,Elementary,Boys,2024
Chhattisgarh,2.1,2024-2025,Elementary,Boys,2024
Dadra and Nagar Haveli,4.5,2024-2025,Elementary,Boys,2024
Daman and Diu,0.4,2024-2025,Elementary,Boys,2024
Delhi,2.1,2024-2025,Elementary,Boys,2024
Goa,3.8,2024-2025,Elementary,Boys,2024
Gujarat,1.7,2024-2025,Elementary,Boys,2024
Haryana,4.7,2024-2025,Elementary,Boys,2024
Himachal Pradesh,0.2,2024-2025,Elementary,Boys,2024
Jammu and Kashmir,0.4,2024-2025,Elementary,Boys,2024
Jharkhand,3.4,2024-2025,Elementary,Boys,2024
Karnataka,1.7,2024-2025,Elementary,Boys,2024
Kerala,3.9,2024-2025,Elementary,Boys,2024
Ladakh,0.1,2024-2025,Elementary,Boys,2024
Lakshadweep,0.6,2024-2025,Elementary,Boys,2024
Madhya Pradesh,4.0,2024-2025,Elementary,Boys,2024
Maharashtra,3.3,2024-2025,Elementary,Boys,2024
Manipur,5.3,2024-2025,Elementary,Boys,2024
Meghalaya,1.0,2024-2025,Elementary,Boys,2024
Mizoram,1.4,2024-2025,Elementary,Boys,2024
Nagaland,1.0,2024-2025,Elementary,Boys,2024
Odisha,1.1,2024-2025,Elementary,Boys,2024
Puducherry,3.6,2024-2025,Elementary,Boys,2024
Punjab,0.2,2024-2025,Elementary,Boys,2024
Rajasthan,2.0,2024-2025,Elementary,Boys,2024
Sikkim,3.3,2024-2025,Elementary,Boys,2024
Tamil Nadu,4.1,2024-2025,Elementary,Boys,2024
Telangana,0.7,2024-2025,Elementary,Boys,2024
Tripura,3.6,2024-2025,Elementary,Boys,2024
Uttar Pradesh,2.4,2024-2025,Elementary,Boys,2024
Uttarakhand,4.5,2024-2025,Elementary,Boys,2024
West Bengal,3.3,2024-2025,Elementary,Boys,2024
All India,0.3,2024-2025,Elementary,Boys,2024
Andaman and Nicobar Islands,2.7,2024-2025,Elementary,Girls,2024
Andhra Pradesh,2.2,2024-2025,Elementary,Girls,2024
Arunachal Pradesh,2.1,2024-2025,Elementary,Girls,2024
Assam,3.5,2024-2025,Elementary,Girls,2024
Bihar,4.8,2024-2025,Elementary,Girls,2024
Chandigarh,1.7,2024-2025,Elementary,Girls,2024
Chhattisgarh,0.9,2024-2025,Elementary,Girls,2024
Dadra and Nagar Haveli,1.8,2024-2025,Elementary,Girls,2024
Daman and Diu,3.6,2024-2025,Elementary,Girls,2024
Delhi,1.6,2024-2025,Elementary,Girls,2024
Goa,1.4,2024-2025,Elementary,Girls,2024
Gujarat,3.1,2024-2025,Elementary,Girls,2024
Haryana,0.3,2024-2025,Elementary,Girls,2024
Himachal Pradesh,3.2,2024-2025,Elementary,Girls,2024
Jammu and Kashmir,4.5,2024-2025,Elementary,Girls,2024
Jharkhand,3.1,2024-2025,Elementary,Girls,2024
Karnataka,1.4,2024-2025,Elementary,Girls,2024
Kerala,1.0,2024-2025,Elementary,Girls,2024
Ladakh,0.6,2024-2025,Elementary,Girls,2024
Lakshadweep,3.4,2024-2025,Elementary,Girls,2024
Madhya Pradesh,4.1,2024-2025,Elementary,Girls,2024
Maharashtra,3.4,2024-2025,Elementary,Girls,2024
Manipur,1.9,2024-2025,Elementary,Girls,2024
Meghalaya,2.0,2024-2025,Elementary,Girls,2024
Mizoram,3.4,2024-2025,Elementary,Girls,2024
Nagaland,3.0,2024-2025,Elementary,Girls,2024
Odisha,2.7,2024-2025,Elementary,Girls,2024
Puducherry,3.4,2024-2025,Elementary,Girls,2024
Punjab,1.8,2024-2025,Elementary,Girls,2024
Rajasthan,2.9,2024-2025,Elementary,Girls,2024
Sikkim,1.3,2024-2025,Elementary,Girls,2024
Tamil Nadu,5.1,2024-2025,Elementary,Girls,2024
Telangana,1.9,2024-2025,Elementary,Girls,2024
Tripura,0.0,2024-2025,Elementary,Girls,2024
Uttar Pradesh,0.8,2024-2025,Elementary,Girls,2024
Uttarakhand,2.6,2024-2025,Elementary,Girls,2024
West Bengal,2.7,2024-2025,Elementary,Girls,2024
All India,2.3,2024-2025,Elementary,Girls,2024
Andaman and Nicobar Islands,11.5,2024-2025,Secondary,Boys,2024
Andhra Pradesh,8.0,2024-2025,Secondary,Boys,2024
Arunachal Pradesh,6.7,2024-2025,Secondary,Boys,2024
Assam,12.6,2024-2025,Secondary,Boys,2024
Bihar,13.7,2024-2025,Secondary,Boys,2024
Chandigarh,12.0,2024-2025,Secondary,Boys,2024
Chhattisgarh,12.8,2024-2025,Secondary,Boys,2024
Dadra and Nagar Haveli,10.8,2024-2025,Secondary,Boys,2024
Daman and Diu,11.0,2024-2025,Secondary,Boys,2024
Delhi,5.2,2024-2025,Secondary,Boys,2024
Goa,10.0,2024-2025,Secondary,Boys,2024
Gujarat,11.0,2024-2025,Secondary,Boys,2024
Haryana,11.4,2024-2025,Secondary,Boys,2024
Himachal Pradesh,12.9,2024-2025,Secondary,Boys,2024
Jammu and Kashmir,12.1,2024-2025,Secondary,Boys,2024
Jharkhand,6.6,2024-2025,Secondary,Boys,2024
Karnataka,13.4,2024-2025,Secondary,Boys,2024
Kerala,7.7,2024-2025,Secondary,Boys,2024
Ladakh,8.6,2024-2025,Secondary,Boys,2024
Lakshadweep,10.7,2024-2025,Secondary,Boys,2024
Madhya Pradesh,6.0,2024-2025,Secondary,Boys,2024
Maharashtra,6.4,2024-2025,Secondary,Boys,2024
Manipur,7.1,2024-2025,Secondary,Boys,2024
Meghalaya,10.2,2024-2025,Secondary,Boys,2024
Mizoram,6.4,2024-2025,Secondary,Boys,2024
Nagaland,13.1,2024-2025,Secondary,Boys,2024
Odisha,12.6,2024-2025,Secondary,Boys,2024
Puducherry,12.5,2024-2025,Secondary,Boys,2024
Punjab,8.5,2024-2025,Secondary,Boys,2024
Rajasthan,13.5,2024-2025,Secondary,Boys,2024
Sikkim,11.1,2024-2025,Secondary,Boys,2024
Tamil Nadu,7.0,2024-2025,Secondary,Boys,2024
Telangana,9.0,2024-2025,Secondary,Boys,2024
Tripura,13.1,2024-2025,Secondary,Boys,2024
Uttar Pradesh,5.7,2024-2025,Secondary,Boys,2024
Uttarakhand,6.7,2024-2025,Secondary,Boys,2024
West Bengal,9.3,2024-2025,Secondary,Boys,2024
All India,10.5,2024-2025,Secondary,Boys,2024
Andaman and Nicobar Islands,5.5,2024-2025,Secondary,Girls,2024
Andhra Pradesh,7.6,2024-2025,Secondary,Girls,2024
Arunachal Pradesh,9.1,2024-2025,Secondary,Girls,2024
Assam,12.8,2024-2025,Secondary,Girls,2024
Bihar,11.9,2024-2025,Secondary,Girls,2024
Chandigarh,6.5,2024-2025,Secondary,Girls,2024
Chhattisgarh,8.1,2024-2025,Secondary,Girls,2024
Dadra and Nagar Haveli,15.7,2024-2025,Secondary,Girls,2024
Daman and Diu,10.0,2024-2025,Secondary,Girls,2024
Delhi,13.7,2024-2025,Secondary,Girls,2024
Goa,9.3,2024-2025,Secondary,Girls,2024
Gujarat,8.4,2024-2025,Secondary,Girls,2024
Haryana,7.7,2024-2025,Secondary,Girls,2024
Himachal Pradesh,7.7,2024-2025,Secondary,Girls,2024
Jammu and Kashmir,15.2,2024-2025,Secondary,Girls,2024
Jharkhand,11.9,2024-2025,Secondary,Girls,2024
Karnataka,9.8,2024-2025,Secondary,Girls,2024
Kerala,10.3,2024-2025,Secondary,Girls,2024
Ladakh,6.2,2024-2025,Secondary,Girls,2024
Lakshadweep,10.7,2024-2025,Secondary,Girls,2024
Madhya Pradesh,9.0,2024-2025,Secondary,Girls,2024
Maharashtra,11.1,2024-2025,Secondary,Girls,2024
Manipur,8.0,2024-2025,Secondary,Girls,2024
Meghalaya,6.0,2024-2025,Secondary,Girls,2024
Mizoram,8.9,2024-2025,Secondary,Girls,2024
Nagaland,7.6,2024-2025,Secondary,Girls,2024
Odisha,10.1,2024-2025,Secondary,Girls,2024
Puducherry,13.5,2024-2025,Secondary,Girls,2024
Punjab,8.4,2024-2025,Secondary,Girls,2024
Rajasthan,7.0,2024-2025,Secondary,Girls,2024
Sikkim,12.3,2024-2025,Secondary,Girls,2024
Tamil Nadu,12.6,2024-2025,Secondary,Girls,2024
Telangana,16.7,2024-2025,Secondary,Girls,2024
Tripura,7.9,2024-2025,Secondary,Girls,2024
Uttar Pradesh,14.6,2024-2025,Secondary,Girls,2024
Uttarakhand,6.4,2024-2025,Secondary,Girls,2024
West Bengal,11.0,2024-2025,Secondary,Girls,2024
All India,11.2,2024-2025,Secondary,Girls,2024
